zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2014
18437,STANDARD,0,"Lake Como",,,PA,"Wayne County",America/New_York,570,NA,US,41.87,-75.32,188
18438,STANDARD,0,Lakeville,Hawley,,PA,"Wayne County",America/New_York,570,NA,US,41.43,-75.27,1000
18439,STANDARD,0,Lakewood,,,PA,"Wayne County",America/New_York,570,NA,US,41.85,-75.38,430
18440,"PO BOX",0,"La Plume",,,PA,"Lackawanna County",America/New_York,570,NA,US,41.55,-75.75,153
18441,STANDARD,0,Lenoxville,"Clifford Township, Clifford Twp, Nicholson",,PA,"Susquehanna County",America/New_York,570,NA,US,41.66,-75.61,202
18443,STANDARD,0,Milanville,,,PA,"Wayne County",America/New_York,570,NA,US,41.67,-75.06,420
18444,STANDARD,0,Moscow,"Covington Township, Covington Twp, Elmhurst Township, Elmhurst Twp, Madison Township, Madison Twp, Roaring Bk Tp, Roaring Brook Twp, Spring Brook Township, Sprng Brk Twp",,PA,"Lackawanna County",America/New_York,570,NA,US,41.33,-75.52,12370
18445,STANDARD,0,Newfoundland,,,PA,"Wayne County",America/New_York,570,NA,US,41.3,-75.32,1900
18446,STANDARD,0,Nicholson,"Clifford Township, Clifford Twp",,PA,"Wyoming County",America/New_York,570,NA,US,41.62,-75.78,3190
18447,STANDARD,0,Olyphant,"Blakely, Dickson Cty, Scott Township, Scott Twp","Scranton, Sturges",PA,"Lackawanna County",America/New_York,570,NA,US,41.45,-75.59,9330
18448,UNIQUE,0,Olyphant,Cinram,,PA,"Lackawanna County",America/New_York,570,NA,US,41.45,-75.59,0
18449,"PO BOX",0,Orson,,,PA,"Wayne County",America/New_York,570,NA,US,41.81,-75.44,15
18451,STANDARD,0,Paupack,,,PA,"Pike County",America/New_York,570,NA,US,41.39,-75.19,420
18452,STANDARD,0,Peckville,,,PA,"Lackawanna County",America/New_York,570,NA,US,41.48,-75.59,4100
18453,STANDARD,0,"Pleasant Mount","Pleasant Mt",,PA,"Wayne County",America/New_York,570,NA,US,41.73,-75.43,900
18454,"PO BOX",0,Poyntelle,,,PA,"Wayne County",America/New_York,570,NA,US,41.83,-75.43,63
18455,STANDARD,0,"Preston Park",,,PA,"Wayne County",America/New_York,570,NA,US,41.88,-75.35,132
18456,STANDARD,0,Prompton,,,PA,"Wayne County",America/New_York,570,NA,US,41.58,-75.32,340
18457,"PO BOX",0,Rowland,,,PA,"Pike County",America/New_York,570,NA,US,41.47,-75.05,249
18458,STANDARD,0,Shohola,,,PA,"Pike County",America/New_York,570,NA,US,41.47,-74.91,2570
18459,"PO BOX",0,"South Canaan",,,PA,"Wayne County",America/New_York,570,NA,US,41.5,-75.43,199
18460,STANDARD,0,"South Sterling","S Sterling",,PA,"Wayne County",America/New_York,570,NA,US,41.25,-75.31,220
18461,STANDARD,0,Starlight,,,PA,"Wayne County",America/New_York,570,NA,US,41.9,-75.33,260
18462,STANDARD,0,Starrucca,,,PA,"Wayne County",America/New_York,570,NA,US,41.9,-75.46,410
18463,STANDARD,0,Sterling,,,PA,"Wayne County",America/New_York,272,NA,US,41.36,-75.4,180
18464,STANDARD,0,Tafton,,,PA,"Pike County",America/New_York,570,NA,US,41.4,-75.18,1190
18465,STANDARD,0,Thompson,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.86,-75.51,1090
18466,STANDARD,0,Tobyhanna,"Coolbaugh Township, Coolbaugh Twp",,PA,"Monroe County",America/New_York,,NA,US,41.18,-75.43,13590
18469,STANDARD,0,"Tyler Hill",,,PA,"Wayne County",America/New_York,570,NA,US,41.69,-75.1,380
18470,STANDARD,0,"Union Dale","Clifford Township, Clifford Twp",,PA,"Susquehanna County",America/New_York,570,NA,US,41.71,-75.49,1950
18471,"PO BOX",0,Waverly,,,PA,"Lackawanna County",America/New_York,570,NA,US,41.52,-75.7,1026
18472,STANDARD,0,Waymart,,,PA,"Wayne County",America/New_York,570,NA,US,41.58,-75.4,3680
18473,"PO BOX",0,"White Mills",,,PA,"Wayne County",America/New_York,570,NA,US,41.52,-75.22,525
18501,"PO BOX",0,Scranton,,,PA,"Lackawanna County",America/New_York,570,NA,US,41.4,-75.66,352
18502,"PO BOX",0,Scranton,,,PA,"Lackawanna County",America/New_York,570,NA,US,41.4,-75.66,79
18503,STANDARD,0,Scranton,,,PA,"Lackawanna County",America/New_York,570,NA,US,41.41,-75.67,430
18504,STANDARD,0,Scranton,,,PA,"Lackawanna County",America/New_York,570,NA,US,41.43,-75.7,18140
18505,STANDARD,0,Scranton,,,PA,"Lackawanna County",America/New_York,570,NA,US,41.4,-75.66,17450
18507,STANDARD,0,Moosic,Scranton,,PA,"Lackawanna County",America/New_York,570,NA,US,41.35,-75.72,4640
18508,STANDARD,0,Scranton,"N Scranton, North Scranton",,PA,"Lackawanna County",America/New_York,570,NA,US,41.45,-75.66,8920
18509,STANDARD,0,Scranton,Dunmore,,PA,"Lackawanna County",America/New_York,570,NA,US,41.43,-75.64,9840
18510,STANDARD,0,Scranton,Dunmore,,PA,"Lackawanna County",America/New_York,570,NA,US,41.41,-75.64,8710
18512,STANDARD,0,Scranton,"Dunmore, Throop",,PA,"Lackawanna County",America/New_York,570,NA,US,41.43,-75.6,11010
18514,UNIQUE,1,Scranton,,"Internal Revenue",PA,"Lackawanna County",America/New_York,570,NA,US,41.37,-75.68,0
18515,STANDARD,0,Scranton,,,PA,"Lackawanna County",America/New_York,570,NA,US,41.4,-75.66,0
18517,STANDARD,0,Taylor,Scranton,,PA,"Lackawanna County",America/New_York,570,NA,US,41.39,-75.71,4600
18518,STANDARD,0,"Old Forge",Scranton,,PA,"Lackawanna County",America/New_York,570,NA,US,41.37,-75.73,7620
18519,STANDARD,0,Scranton,"Dickson City",,PA,"Lackawanna County",America/New_York,570,NA,US,41.47,-75.62,4700
18522,UNIQUE,1,Scranton,,"Haddon Craftsmen Book Dist",PA,"Lackawanna County",America/New_York,570,NA,US,41.43,-75.64,0
18540,STANDARD,0,Scranton,,"Firm Zip",PA,"Lackawanna County",America/New_York,570,NA,US,41.4,-75.66,0
18577,UNIQUE,0,Scranton,,Ups,PA,"Lackawanna County",America/New_York,570,NA,US,41.4,-75.66,0
18601,"PO BOX",0,"Beach Haven",,,PA,"Luzerne County",America/New_York,570,NA,US,41.06,-76.17,178
18602,"PO BOX",0,"Bear Creek",,,PA,"Luzerne County",America/New_York,570,NA,US,41.18,-75.76,388
18603,STANDARD,0,Berwick,,,PA,"Columbia County",America/New_York,570,NA,US,41.05,-76.24,16660
18610,STANDARD,0,Blakeslee,,,PA,"Monroe County",America/New_York,,NA,US,41.04,-75.52,4420
18611,"PO BOX",0,Cambra,,,PA,"Luzerne County",America/New_York,570,NA,US,41.19,-76.3,48
18612,STANDARD,0,Dallas,"Monroe Township, Monroe Twp","College Misericordia",PA,"Luzerne County",America/New_York,570,NA,US,41.33,-75.96,13580
18614,STANDARD,0,Dushore,"Forkston Township, Forkston Twp, Wilmot Township, Wilmot Twp",Mehoopany,PA,"Sullivan County",America/New_York,570,NA,US,41.52,-76.39,2100
18615,STANDARD,0,Falls,,,PA,"Wyoming County",America/New_York,570,NA,US,41.46,-75.84,1680
18616,STANDARD,0,Forksville,,,PA,"Sullivan County",America/New_York,570,NA,US,41.49,-76.6,600
18617,STANDARD,0,"Glen Lyon",,,PA,"Luzerne County",America/New_York,570,NA,US,41.17,-76.07,1500
18618,STANDARD,0,"Harveys Lake","Monroe Township, Monroe Twp",,PA,"Luzerne County",America/New_York,570,NA,US,41.37,-76.02,3320
18619,STANDARD,0,Hillsgrove,,,PA,"Sullivan County",America/New_York,570,NA,US,41.43,-76.71,222
18621,STANDARD,0,"Hunlock Creek","Hunlock Township, Hunlock Twp",,PA,"Luzerne County",America/New_York,570,NA,US,41.25,-76.1,4440
18622,STANDARD,0,"Huntington Mills","Huntington Ml",,PA,"Luzerne County",America/New_York,570,NA,US,41.2,-76.27,230
18623,STANDARD,0,Laceyville,,,PA,"Wyoming County",America/New_York,570,NA,US,41.64,-76.16,2350
18624,"PO BOX",0,"Lake Harmony",,,PA,"Carbon County",America/New_York,570,NA,US,41.05,-75.66,511
18625,"PO BOX",0,"Lake Winola",,,PA,"Wyoming County",America/New_York,570,NA,US,41.51,-75.85,538
18626,"PO BOX",0,Laporte,,,PA,"Sullivan County",America/New_York,570,NA,US,41.41,-76.49,358
18627,"PO BOX",0,Lehman,,,PA,"Luzerne County",America/New_York,570,NA,US,41.31,-76.03,230
18628,STANDARD,0,Lopez,,,PA,"Sullivan County",America/New_York,570,NA,US,41.45,-76.29,200
18629,STANDARD,0,Mehoopany,"Forkston Township, Forkston Twp",,PA,"Wyoming County",America/New_York,570,NA,US,41.56,-76.06,1630
18630,STANDARD,0,Meshoppen,,,PA,"Wyoming County",America/New_York,,NA,US,41.61,-76.04,3130
18631,"PO BOX",0,Mifflinville,,,PA,"Columbia County",America/New_York,570,NA,US,41.03,-76.3,1180
18632,STANDARD,0,Mildred,,,PA,"Sullivan County",America/New_York,570,NA,US,41.46,-76.38,300
18634,STANDARD,0,Nanticoke,,"West Nanticoke",PA,"Luzerne County",America/New_York,570,NA,US,41.2,-76,11360
18635,STANDARD,0,Nescopeck,,,PA,"Luzerne County",America/New_York,,NA,US,41.05,-76.21,3540
18636,STANDARD,0,Noxen,"Forkston Township, Forkston Twp, Monroe Township, Monroe Twp",Mehoopany,PA,"Wyoming County",America/New_York,570,NA,US,41.42,-76.05,1200
18640,STANDARD,0,Pittston,"Hughestown, Inkerman, Jenkins Township, Jenkins Twp, Pittston Township, Pittston Twp, Port Griffith, Yatesville",,PA,"Luzerne County",America/New_York,570,NA,US,41.32,-75.78,14380
18641,STANDARD,0,Pittston,"Avoca, Dupont",,PA,"Luzerne County",America/New_York,570,NA,US,41.34,-75.72,6000
18642,STANDARD,0,Duryea,Pittston,,PA,"Luzerne County",America/New_York,570,NA,US,41.36,-75.77,4070
18643,STANDARD,0,Pittston,"Exeter, Harding, West Pittston","Exeter Township",PA,"Luzerne County",America/New_York,570,NA,US,41.37,-75.84,11020
18644,STANDARD,0,Wyoming,"Pittston, West Wyoming",,PA,"Luzerne County",America/New_York,570,NA,US,41.3,-75.84,6880
18651,STANDARD,0,Plymouth,Larksville,,PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.95,7600
18653,"PO BOX",0,Ransom,,,PA,"Lackawanna County",America/New_York,570,NA,US,41.39,-75.82,125
18654,"PO BOX",0,Shawanese,,,PA,"Luzerne County",America/New_York,570,NA,US,41.36,-76.03,109
18655,STANDARD,0,Shickshinny,Mocanaqua,,PA,"Luzerne County",America/New_York,570,NA,US,41.15,-76.15,5430
18656,STANDARD,0,"Sweet Valley",,,PA,"Luzerne County",America/New_York,570,NA,US,41.28,-76.15,2030
18657,STANDARD,0,Tunkhannock,"Forkston Township, Forkston Twp, Mehoopany Twp, Monroe Township, Monroe Twp","Center Moreland, Mehoopany, Mehoopany Township",PA,"Wyoming County",America/New_York,570,NA,US,41.53,-75.94,10250
18660,STANDARD,0,Wapwallopen,,,PA,"Luzerne County",America/New_York,570,NA,US,41.06,-76.07,3380
18661,STANDARD,0,"White Haven",,,PA,"Luzerne County",America/New_York,570,NA,US,41.06,-75.77,4730
18690,UNIQUE,0,Dallas,,"Frontier Communicationa",PA,"Luzerne County",America/New_York,570,NA,US,41.33,-75.96,0
18701,STANDARD,0,"Wilkes Barre",,,PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.89,940
18702,STANDARD,0,"Wilkes Barre","Bear Creek Township, Bear Creek Tw, City Of Wb, City Of Wilkes Barre, Hilldale, Hudson, Korn Krest, Plains, Plains Township, Plains Twp, Wilkes Barre Township, Wlks Barr Twp",,PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.87,31750
18703,"PO BOX",0,"Wilkes Barre",,,PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.87,555
18704,STANDARD,0,Kingston,"Courtdale, Edwardsville, Forty Fort, Larksville, Pringle, Swoyersville, Wilkes Barre",,PA,"Luzerne County",America/New_York,570,NA,US,41.26,-75.88,26350
18705,STANDARD,0,"Wilkes Barre","Hilldale, Hudson, Miners Mill, Parsons, Plains, Plains Township, Plains Twp",Laflin,PA,"Luzerne County",America/New_York,570,NA,US,41.27,-75.84,12970
18706,STANDARD,0,"Wilkes Barre","Ashley, Hanover Township, Hanover Twp, Laurel Run, Sugar Notch, Warrior Run, Wilkes Barre Township, Wlks Barr Twp",,PA,"Luzerne County",America/New_York,570,NA,US,41.2,-75.91,13770
18707,STANDARD,0,"Mountain Top","Nuangola, Wilkes Barre",,PA,"Luzerne County",America/New_York,570,NA,US,41.16,-75.9,15460
18708,STANDARD,0,Shavertown,"Jackson Township, Jackson Twp, Trucksville, Wilkes Barre",,PA,"Luzerne County",America/New_York,570,NA,US,41.31,-75.95,8540
18709,STANDARD,0,Luzerne,"Wilkes Barre",,PA,"Luzerne County",America/New_York,570,NA,US,41.28,-75.89,2370
18710,"PO BOX",0,"Wilkes Barre",,,PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.87,0
18711,STANDARD,0,"Wilkes Barre",,,PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.87,20
18762,UNIQUE,0,"Wilkes Barre",,Altria,PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.87,0
18764,UNIQUE,0,"Wilkes Barre",,"Wilkes Barre General Hsptl",PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.87,0
18765,UNIQUE,0,"Wilkes Barre",,"Geisinger South",PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.87,0
18766,UNIQUE,0,"Wilkes Barre",,"Wilkes University",PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.87,0
18767,UNIQUE,0,"Wilkes Barre",,"Social Security Admin",PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.87,0
18769,UNIQUE,0,"Wilkes Barre",,"Social Sec Admin",PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.87,0
18773,"PO BOX",0,"Wilkes Barre",,,PA,"Luzerne County",America/New_York,570,NA,US,41.24,-75.87,0
18801,STANDARD,0,Montrose,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.83,-75.87,7390
18810,STANDARD,0,Athens,,,PA,"Bradford County",America/New_York,570,NA,US,41.95,-76.51,5310
18812,STANDARD,0,Brackney,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.98,-75.92,1470
18813,"PO BOX",0,Brooklyn,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.75,-75.8,123
18814,"PO BOX",0,Burlington,,,PA,"Bradford County",America/New_York,570,NA,US,41.78,-76.61,153
18815,"PO BOX",0,Camptown,,,PA,"Bradford County",America/New_York,570,NA,US,41.73,-76.23,37
18816,"PO BOX",0,Dimock,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.74,-75.89,151
18817,STANDARD,0,"East Smithfield","E Smithfield",,PA,"Bradford County",America/New_York,570,NA,US,41.87,-76.63,200
18818,STANDARD,0,Friendsville,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.91,-76.04,1120
18820,"PO BOX",0,Gibson,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.8,-75.64,72
18821,STANDARD,0,"Great Bend",,,PA,"Susquehanna County",America/New_York,570,NA,US,41.97,-75.74,960
18822,STANDARD,0,Hallstead,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.96,-75.74,3030
18823,STANDARD,0,Harford,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.78,-75.7,210
18824,STANDARD,0,"Hop Bottom",,,PA,"Susquehanna County",America/New_York,570,NA,US,41.7,-75.76,1100
18825,STANDARD,0,Jackson,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.81,-75.61,219
18826,STANDARD,0,Kingsley,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.76,-75.78,1630
18827,"PO BOX",0,Lanesboro,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.96,-75.58,168
18828,STANDARD,0,Lawton,Rushville,,PA,"Susquehanna County",America/New_York,570,NA,US,41.81,-76.1,260
18829,STANDARD,0,"Le Raysville",,Leraysville,PA,"Bradford County",America/New_York,570,NA,US,41.83,-76.18,760
18830,STANDARD,0,"Little Meadows","Little Mdws",,PA,"Susquehanna County",America/New_York,570,NA,US,41.99,-76.13,650
18831,STANDARD,0,Milan,,,PA,"Bradford County",America/New_York,570,NA,US,41.89,-76.6,1120
18832,STANDARD,0,Monroeton,,,PA,"Bradford County",America/New_York,570,NA,US,41.71,-76.47,1560
18833,STANDARD,0,"New Albany",,,PA,"Bradford County",America/New_York,570,NA,US,41.6,-76.44,1680
18834,STANDARD,0,"New Milford",,,PA,"Susquehanna County",America/New_York,570,NA,US,41.87,-75.72,3120
18837,STANDARD,0,Rome,,,PA,"Bradford County",America/New_York,570,NA,US,41.85,-76.34,2800
18840,STANDARD,0,Sayre,"South Waverly","Athens Township",PA,"Bradford County",America/New_York,570,NA,US,41.97,-76.53,9310
18842,STANDARD,0,"South Gibson",,,PA,"Susquehanna County",America/New_York,570,NA,US,41.75,-75.62,300
18843,"PO BOX",0,"South Montrose","S Montrose",,PA,"Susquehanna County",America/New_York,570,NA,US,41.79,-75.9,385
18844,STANDARD,0,Springville,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.69,-75.91,1630
18845,STANDARD,0,Stevensville,,,PA,"Bradford County",America/New_York,570,NA,US,41.79,-76.18,390
18846,STANDARD,0,"Sugar Run",,,PA,"Bradford County",America/New_York,570,NA,US,41.64,-76.24,730
18847,STANDARD,0,Susquehanna,,,PA,"Susquehanna County",America/New_York,570,NA,US,41.94,-75.6,4640
18848,STANDARD,0,Towanda,"Burlingtn Twp, Burlington Township",,PA,"Bradford County",America/New_York,570,NA,US,41.76,-76.44,7790
18850,STANDARD,0,Ulster,,,PA,"Bradford County",America/New_York,570,NA,US,41.84,-76.5,2260
18851,STANDARD,0,"Warren Center",,,PA,"Bradford County",America/New_York,570,NA,US,41.93,-76.18,710
18853,STANDARD,0,Wyalusing,,,PA,"Bradford County",America/New_York,570,NA,US,41.66,-76.26,3850
18854,STANDARD,0,Wysox,,,PA,"Bradford County",America/New_York,570,NA,US,41.79,-76.36,1400
18901,STANDARD,0,Doylestown,"New Britain",,PA,"Bucks County",America/New_York,"215,267",NA,US,40.31,-75.12,24590
18902,STANDARD,0,Doylestown,,,PA,"Bucks County",America/New_York,267,NA,US,40.36,-75.09,20810
18910,"PO BOX",0,Bedminster,,,PA,"Bucks County",America/New_York,,NA,US,40.42,-75.17,410
18911,"PO BOX",0,"Blooming Glen",,,PA,"Bucks County",America/New_York,215,NA,US,40.38,-75.28,418
18912,"PO BOX",0,Buckingham,,,PA,"Bucks County",America/New_York,,NA,US,40.32,-75.06,775
18913,STANDARD,0,Carversville,,,PA,"Bucks County",America/New_York,"215,267",NA,US,40.39,-75.06,420
18914,STANDARD,0,Chalfont,,,PA,"Bucks County",America/New_York,,NA,US,40.28,-75.2,20670
18915,STANDARD,0,Colmar,,,PA,"Montgomery County",America/New_York,267,NA,US,40.27,-75.26,1370
18916,"PO BOX",0,Danboro,,,PA,"Bucks County",America/New_York,,NA,US,40.33,-75.12,519
18917,STANDARD,0,Dublin,,,PA,"Bucks County",America/New_York,"267,215",NA,US,40.37,-75.2,2020
18918,"PO BOX",0,Earlington,,,PA,"Montgomery County",America/New_York,,NA,US,40.32,-75.37,50
18920,STANDARD,0,Erwinna,,,PA,"Bucks County",America/New_York,"484,610",NA,US,40.49,-75.08,610
18921,"PO BOX",0,Ferndale,,,PA,"Bucks County",America/New_York,484,NA,US,40.53,-75.17,239
18922,"PO BOX",0,"Forest Grove",,,PA,"Bucks County",America/New_York,,NA,US,40.29,-75.05,155
18923,STANDARD,0,Fountainville,,,PA,"Bucks County",America/New_York,"215,267",NA,US,40.36,-75.17,1180
18924,"PO BOX",0,Franconia,,,PA,"Montgomery County",America/New_York,,NA,US,40.29,-75.33,43
18925,STANDARD,0,Furlong,,,PA,"Bucks County",America/New_York,"215,267",NA,US,40.29,-75.05,6300
18926,"PO BOX",0,Gardenville,,,PA,"Bucks County",America/New_York,,NA,US,40.37,-75.1,0
18927,STANDARD,0,Hilltown,,,PA,"Bucks County",America/New_York,215,NA,US,40.32,-75.23,453
18928,"PO BOX",0,Holicong,,,PA,"Bucks County",America/New_York,,NA,US,40.33,-75.12,291
18929,STANDARD,0,Jamison,,,PA,"Bucks County",America/New_York,"215,267",NA,US,40.25,-75.08,8980
18930,STANDARD,0,Kintnersville,,,PA,"Bucks County",America/New_York,"484,610",NA,US,40.53,-75.21,2310
18931,"PO BOX",0,Lahaska,,,PA,"Bucks County",America/New_York,,NA,US,40.34,-75.03,431
18932,STANDARD,0,"Line Lexington","Line Lxngtn",,PA,"Bucks County",America/New_York,"215,267",NA,US,40.29,-75.25,560
18933,STANDARD,0,Lumberville,Doylestown,,PA,"Bucks County",America/New_York,"215,267",NA,US,40.39,-75.05,214
18934,STANDARD,0,Mechanicsville,Mechanicsvlle,,PA,"Bucks County",America/New_York,"215,267",NA,US,40.34,-75.07,337
18935,"PO BOX",0,"Milford Square","Milford Sq",,PA,"Bucks County",America/New_York,215,NA,US,40.44,-75.4,252
18936,STANDARD,0,Montgomeryville,Montgomeryvle,,PA,"Montgomery County",America/New_York,,NA,US,40.22,-75.23,320
18938,STANDARD,0,"New Hope",,,PA,"Bucks County",America/New_York,"215,267",NA,US,40.36,-74.95,12590
18940,STANDARD,0,Newtown,"George School, Upper Makefield, Upr Makefield",Wrightstown,PA,"Bucks County",America/New_York,"215,267",NA,US,40.22,-74.93,30160
18942,STANDARD,0,Ottsville,,,PA,"Bucks County",America/New_York,"610,215,267",NA,US,40.46,-75.15,2670
18943,"PO BOX",0,"Penns Park",,,PA,"Bucks County",America/New_York,215,NA,US,40.26,-74.98,364
18944,STANDARD,0,Perkasie,,,PA,"Bucks County",America/New_York,"215,267",NA,US,40.37,-75.29,23590
18946,"PO BOX",0,Pineville,,,PA,"Bucks County",America/New_York,,NA,US,40.29,-75,294
18947,STANDARD,0,Pipersville,,,PA,"Bucks County",America/New_York,"267,215",NA,US,40.43,-75.1,5590
18949,"PO BOX",0,Plumsteadville,Plumsteadvlle,,PA,"Bucks County",America/New_York,,NA,US,40.42,-75.11,637
18950,"PO BOX",0,"Point Pleasant","Pt Pleasant",,PA,"Bucks County",America/New_York,,NA,US,40.45,-75.07,519
18951,STANDARD,0,Quakertown,,,PA,"Bucks County",America/New_York,"215,267",NA,US,40.43,-75.34,33050
18953,"PO BOX",0,Revere,,,PA,"Bucks County",America/New_York,484,NA,US,40.53,-75.19,328
18954,STANDARD,0,Richboro,Southampton,,PA,"Bucks County",America/New_York,"215,267",NA,US,40.22,-75,9730
18955,STANDARD,0,Richlandtown,,,PA,"Bucks County",America/New_York,215,NA,US,40.47,-75.32,1430
18956,"PO BOX",0,Rushland,,,PA,"Bucks County",America/New_York,,NA,US,40.25,-75.01,227
18957,"PO BOX",0,Salford,,,PA,"Montgomery County",America/New_York,,NA,US,40.29,-75.45,186
18958,"PO BOX",0,Salfordville,,,PA,"Montgomery County",America/New_York,,NA,US,40.29,-75.43,197
18960,STANDARD,0,Sellersville,,,PA,"Bucks County",America/New_York,215,NA,US,40.36,-75.3,12430
18962,"PO BOX",0,Silverdale,,,PA,"Bucks County",America/New_York,,NA,US,40.35,-75.27,656
18963,"PO BOX",0,Solebury,,,PA,"Bucks County",America/New_York,215,NA,US,40.38,-75,634
18964,STANDARD,0,Souderton,,,PA,"Montgomery County",America/New_York,"215,267",NA,US,40.31,-75.32,13620
18966,STANDARD,0,Southampton,"Churchville, Holland",,PA,"Bucks County",America/New_York,"215,267",NA,US,40.18,-75,38000
18968,"PO BOX",0,Spinnerstown,,,PA,"Bucks County",America/New_York,215,NA,US,40.43,-75.43,268
18969,STANDARD,0,Telford,"Indian Valley",,PA,"Montgomery County",America/New_York,215,NA,US,40.32,-75.32,15050
18970,"PO BOX",0,Trumbauersville,Trumbaursvlle,Trumbaversville,PA,"Bucks County",America/New_York,,NA,US,40.41,-75.38,891
18971,"PO BOX",0,Tylersport,,,PA,"Montgomery County",America/New_York,,NA,US,40.34,-75.38,163
18972,STANDARD,0,"Upper Black Eddy","Uppr Blck Edy",,PA,"Bucks County",America/New_York,"610,484",NA,US,40.53,-75.12,2680
18974,STANDARD,0,Warminster,"Hartsville, Ivyland, Warwick",,PA,"Bucks County",America/New_York,"215,267",NA,US,40.21,-75.07,39480
18976,STANDARD,0,Warrington,,,PA,"Bucks County",America/New_York,"215,267",NA,US,40.25,-75.14,20520
18977,STANDARD,0,"Washington Crossing","Washington Xing, Wshngtn Xing",,PA,"Bucks County",America/New_York,,NA,US,40.28,-74.87,4270
18979,"PO BOX",0,Woxall,,,PA,"Montgomery County",America/New_York,,NA,US,40.3,-75.44,214
18980,"PO BOX",0,Wycombe,,,PA,"Bucks County",America/New_York,,NA,US,40.28,-75.01,590
18981,"PO BOX",0,Zionhill,,,PA,"Bucks County",America/New_York,215,NA,US,40.45,-75.33,94
18991,UNIQUE,0,Warminster,,"W Atlee Burpee Co",PA,"Bucks County",America/New_York,215,NA,US,40.21,-75.07,0
19001,STANDARD,0,Abington,"Ogontz Campus, Roslyn",,PA,"Montgomery County",America/New_York,"215,267",NA,US,40.12,-75.12,16400
19002,STANDARD,0,Ambler,"Lower Gwynedd, Maple Glen","Broad Axe, Prospectville",PA,"Montgomery County",America/New_York,"215,267",NA,US,40.15,-75.22,31550
19003,STANDARD,0,Ardmore,,,PA,"Montgomery County",America/New_York,"484,610",NA,US,40,-75.29,11880
19004,STANDARD,0,"Bala Cynwyd","Belmont Hills","Bala, Cynwyd",PA,"Montgomery County",America/New_York,"610,215,267,484",NA,US,40.01,-75.22,10070
19006,STANDARD,0,"Huntingdon Valley","Huntingdon Vy",Bethayres,PA,"Montgomery County",America/New_York,"215,267",NA,US,40.15,-75.03,21890
19007,STANDARD,0,Bristol,"Edgely, Tullytown, West Bristol",,PA,"Bucks County",America/New_York,"215,267",NA,US,40.1,-74.85,19200
19008,STANDARD,0,Broomall,Radnor,"Lawrence Park, Marple Township",PA,"Delaware County",America/New_York,"484,610",NA,US,39.96,-75.35,20060
19009,"PO BOX",0,"Bryn Athyn",,,PA,"Montgomery County",America/New_York,,NA,US,40.13,-75.06,1184
19010,STANDARD,0,"Bryn Mawr",,Rosemont,PA,"Delaware County",America/New_York,"484,610",NA,US,40.02,-75.31,16650
19012,STANDARD,0,Cheltenham,,,PA,"Montgomery County",America/New_York,215,NA,US,40.06,-75.11,6550
19013,STANDARD,0,Chester,"Chester Township, Chester Twp, Eddystone, Upper Chichester, Uppr Chichstr","Feltonville, Marcus Hook, Parkside, Upland, Village Green",PA,"Delaware County",America/New_York,"484,610",NA,US,39.84,-75.37,25560
19014,STANDARD,0,Aston,"Chester, Upper Chichester, Uppr Chichstr","Bridgewater Farms, Chichester, Green Ridge, Twin Oaks",PA,"Delaware County",America/New_York,"484,610",NA,US,39.86,-75.43,19580
19015,STANDARD,0,Brookhaven,"Chester, Upland","Parkside Manor",PA,"Delaware County",America/New_York,610,NA,US,39.87,-75.39,15080
19016,"PO BOX",0,Chester,,,PA,"Delaware County",America/New_York,484,NA,US,39.84,-75.37,291
19017,"PO BOX",0,"Chester Heights","Chester Hts",,PA,"Delaware County",America/New_York,484,NA,US,39.89,-75.46,547
19018,STANDARD,0,"Clifton Heights","Aldan, Clifton Hts, Primos, Primos Secane, Secane","Primos-secane, Westbrook Park",PA,"Delaware County",America/New_York,484,NA,US,39.92,-75.29,21420
